"","HF","MP2","SLATM-L2"
"1510",-3.03,1.82,-0.11
"1511",0.6,2.08,-0.55
"1512",0.89,-2.43,2.14
"1513",-0.75,1.08,-0.24
"1514",-1.81,-0.68,0.15
"1515",1.01,-1.82,-0.99
"1516",4.9,2.56,-1.56
"1517",0.84,3.2,-1.27
"1518",-5.04,0.25,-1.3
"1519",-3,1.04,0.31
"1520",-4.4,-0.57,0.62
"1521",0.23,-1.68,0.72
"1522",-3.31,0.44,-4.17
"1523",-0.51,-1.38,0.24
"1524",-1.17,0.549999999999999,-0.94
"1525",-0.54,0.909999999999999,0.64
"1526",-3.24,2.76,-6.6
"1527",1.55,-1.49,0.16
"1528",-1.43,0.210000000000001,-3.73
"1529",-3.46,0.15,-2.12
"1530",-3.4,1.6,0.48
"1531",2.77,-2.18,-0.08
"1532",-5.45,-0.98,-0.51
"1533",-3.15,0.41,-1.91
"1534",0.520000000000001,1.11,0.58
"1535",-1.51,-0.37,0.56
"1536",-3.25,1.16,-0.57
"1537",-2.82,1.54,0.09
"1538",-2.2,-1.7,-0.83
"1539",-1.14,1.48,0.38
"1540",-0.300000000000001,1.31,-2.08
"1541",3.94,-1.3,0.12
"1542",-1.14,-1.01,-0.14
"1543",2.94,-1.11,1.2
"1544",-1.46,-2.13,-2.29
"1545",-1.64,1.64,-0.02
"1546",-0.57,-0.579999999999998,-0.15
"1547",-2.22,0.51,-0.17
"1548",9.86,-1.95,4.05
"1549",-4.89,-1.18,-0.82
"1550",2.39,1.24,-0.5
"1551",0.25,-2.72,2.07
"1552",-2.71,3.21,-0.31
"1553",-3.79,0.64,0.26
"1554",-6.52,-0.719999999999999,-0.46
"1555",4.27,3.79,0.75
"1556",-0.64,1.78,0.19
"1557",4.41999999999999,3.09,-2.09
"1558",-1.49,-0.880000000000001,-0.17
"1559",1.66,-2.4,1.61
"1560",0.15,-0.959999999999999,-1.24
"1561",1.29,-0.16,2
"1562",1.86,-0.379999999999999,0.3
"1563",-0.210000000000001,-0.370000000000001,2.53
"1564",2.52,-1.04,0.49
"1565",-0.67,-0.98,2.44
"1566",3.67,2.23,-6.59
"1567",4.47,1.53,-1.43
"1568",-2.97,1.69,-0.05
"1569",-1.51,-0.16,1.07
"1570",-0.35,-2.3,1.25
"1571",2.11,0.35,-0.42
"1572",1.02,-2.04,-0.04
"1573",-2.48,-0.599999999999998,0.39
"1574",-4.3,0.0499999999999972,0.45
"1575",-5.83,-0.430000000000003,2.65
"1576",-1.76,-1.81999999999999,3.18
"1577",-0.550000000000001,-2.38,-0.09
"1578",0.879999999999999,0.870000000000001,0.23
"1579",-5.74,-1.22,0.38
"1580",-7.29,-1.83,-2.23
"1581",7.79,0.35,0.81
"1582",-0.0599999999999987,-4.43,0.22
"1583",-1.29,-0.890000000000001,0.24
"1584",3.43,-1.32,-0.19
"1585",-0.42,1.37,-1.43
"1586",-1.99,-0.520000000000003,1.59
"1587",5.05,3.13,0.76
"1588",-2.64,1.33,-2.03
"1589",1.28,0.35,-0.43
"1590",4.26,-2.16,0.51
"1591",4.64,1.31,-0.4
"1592",-1.43,-2.05,-2.74
"1593",2.75,-1.17,-1.92
"1594",-0.82,0.640000000000001,-0.72
"1595",1.84,-1.5,0.6
"1596",2.36999999999999,-0.370000000000005,2.03
"1597",1.48,-0.800000000000001,0.03
"1598",0.220000000000001,-0.279999999999999,1.34
"1599",0.439999999999998,0.549999999999997,0.52
"1600",2.37,-0.940000000000001,-0.82
"1601",-2.07,0.69,-0.26
"1602",-2.84,-0.669999999999998,-0.07
"1603",5.27,-2.2,3.64
"1604",2.51,-1.13,-0.04
"1605",0.0700000000000003,-0.489999999999998,-1.05
"1606",-2.86,0.63,-0.84
"1607",2.9,1.55,1.09
"1608",-0.65,-0.0600000000000005,0.2
"1609",-0.61,-0.43,-0.33
"1610",3,-0.2,-0.01
"1611",-0.460000000000001,-0.340000000000003,0.15
"1612",1.85,2.26000000000001,-0.02
"1613",-3.19,0.0599999999999987,-0.31
"1614",-2.88,-1.36,2.16
"1615",-0.27,-0.56,0.18
"1616",-1.2,-0.0700000000000003,2.41
"1617",-5.16,-0.12,0.92
"1618",-2.49,-0.729999999999997,-1.14
"1619",0.92,-0.55,-1.62
"1620",2.97,-2.62,0.69
"1621",-1.95,1.68,-0.32
"1622",-1.08,-1.96,-0.26
"1623",0.13,-1.7,-0.87
"1624",-1.11,2.32,0.14
"1625",1.88,-2.05,-0.53
"1626",3.55,-0.66,-0.57
"1627",0.66,0.86,-1.14
"1628",6.37,3.31,-2.29
"1629",0.45,-4.93,-3.14
"1630",-2.87,-0.27,-0.62
"1631",1.1,-1.48,0.19
"1632",-0.890000000000001,0.32,0.56
"1633",-1.23,0.16,-1.65
"1634",2.28,1.07,0.34
"1635",-1.81,0.04,0.79
"1636",4.06,-1.21,-1.03
"1637",-2.15,-0.359999999999999,-0.1
"1638",-1.55,2.02,-0.33
"1639",0.04,-0.97,0.3
"1640",-2.71,1.15,-0.36
"1641",-1.3,-0.79,-0.57
"1642",1.6,-2.35,0.34
"1643",0.35,-0.52,2.21
"1644",0.21,0.35,-2.65
"1645",0.32,0.520000000000003,-0.99
"1646",-0.160000000000004,0.539999999999999,1.4
"1647",-5.18,-1.23,-0.11
"1648",-1.32,0.59,1.33
"1649",0.530000000000001,-2.88,5.09
"1650",0.960000000000001,1.25,-1.5
"1651",-2.59,0.850000000000001,1.11
"1652",1.51,-0.760000000000001,0.6
"1653",0.859999999999999,-2.77,0.59
"1654",0.32,-0.699999999999999,-1.19
"1655",1.06,2.35,-1.89
"1656",-2.46,1.68,-0.09
"1657",-3.98,-2.74,0.38
"1658",-3.68,1.09,0.07
"1659",0.800000000000001,-0.68,-2.48
"1660",-0.620000000000001,0.0899999999999999,-1.02
"1661",0.25,-2.61,-4.78
"1662",-0.32,0.9,0.03
"1663",1.06,-1.61,2.64
"1664",-0.63,0.38,-0.08
"1665",0.300000000000001,3.48,0.09
"1666",0.96,0.89,-0.29
"1667",9.4,-0.73,2.71
"1668",-0.41,-0.77,-0.16
"1669",-1.84,-0.760000000000002,0.37
"1670",-3.91,-0.24,1.26
"1671",-1.76,-0.140000000000001,2.29
"1672",3.44,-1.05,0.26
"1673",1.47,1.69,-1.24
"1674",-0.43,1.45,-0.59
"1675",6.76,-3.16,-1.04
"1676",0.76,-0.8,-4.1
"1677",-0.969999999999999,1.42,-1.08
"1678",-0.629999999999999,-2.17,0.32
"1679",0.25,-0.219999999999999,0.9
"1680",1.44,0.109999999999999,-0.29
"1681",-0.57,-0.0300000000000002,0.23
"1682",-0.85,0.16,0.04
"1683",1.08,-1.53,0.57
"1684",-6.65,-0.870000000000001,0.32
"1685",8.34,-1.41,1.43
"1686",-2.39,-0.8,1.18
"1687",-3.40000000000001,0.43,-1.05
"1688",1.46,-0.91,-0.31
"1689",0.17,-0.879999999999999,-0.02
"1690",-1.83,-0.890000000000001,-0.57
"1691",-3.82,2.02,-7.07
"1692",3.03,3.4,-0.63
"1693",-2.51000000000001,-2.12,-2.06
"1694",-2.56,-2.17,-0.1
"1695",-4.41,0.4,-0.32
"1696",2.32,-1.29,0.53
"1697",-2.8,-0.91,1.37
"1698",-0.58,-4.8,-0.11
"1699",3.17,-1.57,0.03
"1700",-2.09,1.46,1.2
"1701",3.16,3.29,0.43
"1702",-0.31,-0.57,-0.01
"1703",5.52,3.83,-4.79
"1704",4.73,-4.74,-13.04
"1705",2.04,-0.300000000000001,0.54
"1706",0.0900000000000034,-0.170000000000002,-0.9
"1707",1.18,2.62,-2.06
"1708",6.52,1.32,1.49
"1709",-3.55,-0.439999999999998,-0.5
"1710",0.890000000000001,-0.789999999999999,0.06
"1711",3.02,3.28,-0.47
"1712",-1.8,-0.0500000000000043,3.51
"1713",-2.26,-0.23,-0.43
"1714",2.22,1.63,-1.46
"1715",4.15,1.78,0.67
"1716",1.96,0.609999999999999,-6.69
"1717",2,5.48,-0.04
"1718",-2.88,-0.0700000000000003,-0.19
"1719",-3.45,0.609999999999999,-1.2
"1720",1.33,3.58,-0.15
"1721",-4.23,-0.449999999999999,2.25
"1722",-0.329999999999998,0.199999999999996,4.16
"1723",-2.06,1.07,0.64
"1724",-0.48,5.06,-1.16
"1725",1.39,1.2,-0.31
"1726",3.14,-0.72,0
"1727",-1.01,0.300000000000001,0.52
"1728",0.989999999999998,0.559999999999999,0.05
"1729",4.48,-2.57,-0.54
"1730",-0.869999999999999,-0.489999999999998,-0.25
"1731",2.56,-0.9,0.2
"1732",-0.42,2.16,-1.36
"1733",-0.9,1.02,-2.06
"1734",0.59,-2.39,-0.77
"1735",10.37,-2.55,-7.41
"1736",-4.9,0.409999999999997,-0.23
"1737",-3.5,1.7,-3.34
"1738",-4.32,3.45,0.53
"1739",-0.38,1.05,-0.06
"1740",-2.39,0.05,1.29
"1741",-3.97,2.48,-0.1
"1742",0.81,0.0100000000000002,0.33
"1743",-1.69,0.579999999999998,-0.18
"1744",-3.57,-0.93,-0.83
"1745",0.52,1.29,2.52
"1746",-1.47,1.5,-9.63
"1747",0.38,0.2,0
"1748",-0.870000000000001,-0.16,-0.47
"1749",-3.02,1.96,-0.15
"1750",6.87,-1.96,-3.36
"1751",3.73,-4.23,-4.88
"1752",10,1.07,4.78
"1753",8.15,-2.8,-0.56
"1754",-1.17,1.88,3.93
"1755",-0.370000000000001,1.06,-1.61
"1756",-4.42,-1.81,2.22
"1757",-1.63,-0.199999999999999,-0.16
"1758",4.47,-1.57,5.23
"1759",-1.85,-0.00999999999999801,0.22
"1760",-1.65,0.0799999999999983,0.1
"1761",-0.0899999999999999,-0.57,-0.31
"1762",-0.350000000000001,-4.43,0.68
"1763",-3.1,-0.28,-0.92
"1764",-1.27,-0.08,-0.05
"1765",-1.74,1.12,-0.1
"1766",0.0400000000000009,0.9,0.43
"1767",-1.41,0.25,-0.35
"1768",-1.91,1.06,-7.24
"1769",4.63,1.57,-1.06
"1770",0.57,0.329999999999998,0.92
"1771",0.92,0.84,0.44
"1772",-1.4,1.69,-0.15
"1773",-1.48,-0.43,-1.28
"1774",-2.3,-1.66,-0.41
"1775",-2.64,-0.31,0.18
"1776",-0.85,0.15,0.55
"1777",-1.68,-2.2,-0.87
"1778",0.460000000000001,-0.789999999999999,0.95
"1779",2.93,4.72,-0.03
"1780",1.82,2.64,1.55
"1781",-3.1,1.32,-0.28
"1782",0.129999999999999,0.119999999999997,2.06
"1783",1.87,-2.12,0.77
"1784",1.08,-0.86,3.01
"1785",1.62,0.630000000000001,-0.59
"1786",-1.13,-0.43,-3.87
"1787",-2.2,-1.5,1.93
"1788",0.939999999999998,-4.05,-1.48
"1789",0.469999999999999,-2.14,-0.8
"1790",2.64,-2.13,1.25
"1791",-2.19,2.18,-0.88
"1792",-3.39,0,-0.99
"1793",0.0899999999999999,-2.33,2.45
"1794",0.869999999999999,-0.779999999999999,-0.68
"1795",-4.34,1.12,-1.1
"1796",-1.68,0.0700000000000003,-1.22
"1797",1.18,-2.25,-0.32
"1798",0.82,0.239999999999998,-0.99
"1799",0.470000000000002,-0.789999999999999,0.4
"1800",-1.85,-0.789999999999999,-0.37
"1801",-0.25,-1.05,0.61
"1802",-2.36,-0.2,-0.77
"1803",3.05,-1.29,-1.11
"1804",-4.23,1.24,0.22
"1805",-3.61,2.01,0.3
"1806",0.71,-1.49,0.02
"1807",-1.08,0.67,-0.63
"1808",5.98,3.33,-4.78
"1809",-0.32,3.56,-0.41
"1810",-1.63,0.17,0.3
"1811",2.57,3.35,1.77
"1812",-6.44,0.120000000000001,0.02
"1813",2.22,2.81,-0.14
"1814",6.88,1.81,0.12
"1815",-3.47,2.44,-1.63
"1816",2.99,-0.970000000000001,4.28
"1817",-1.74,0.57,-0.3
"1818",1.5,0.0799999999999992,-3.54
"1819",3.03,-0.36,-0.86
"1820",-2.08,-0.32,0.26
"1821",-1.3,0.449999999999999,1.48
"1822",-0.42,1.8,-1.76
"1823",1.84,1.97,-2.67
"1824",-1.51,0.560000000000002,-1.04
"1825",1.4,-1.57,-0.77
"1826",0.579999999999998,-0.25,-2.11
"1827",0.2,1.99,3
"1828",0.0800000000000001,-0.550000000000001,-1.31
"1829",-1.62,0.98,1.05
"1830",-0.67,1.99,-2.28
"1831",-5.14,0.52,0.22
"1832",-1.82,0.87,-0.73
"1833",3.57,3.05,-0.29
"1834",2,-0.68,-0.68
"1835",0.89,-0.860000000000001,-0.38
"1836",-0.4,-0.32,1.53
"1837",0.640000000000001,-1.45,-0.1
"1838",2,2.18,-0.55
"1839",-2.46,-0.82,0.07
"1840",0.63,1.24,-0.65
"1841",-1.01,0.680000000000001,-0.27
"1842",1.22,3.03,0.3
"1843",3.28,-0.0499999999999998,-0.54
"1844",0.380000000000001,-0.52,0.19
"1845",-2.82,-2.2,-0.35
"1846",-1.9,-2.02,-0.03
"1847",1.26,-1.14,-1.21
"1848",-2.88,3.37,-1.4
"1849",-3.3,0.330000000000002,-0.24
"1850",0.33,-1.72,-11.74
"1851",-1.27,-0.119999999999999,0.62
"1852",-3.89,0.27,-0.05
"1853",-1.15,1.38,0.49
"1854",-5.47,-0.23,-0.48
"1855",-0.289999999999999,-1.1,0.22
"1856",-3.47,1.02,0.3
"1857",-0.109999999999999,-0.959999999999997,0.07
"1858",0.73,-0.64,-0.02
"1859",0.69,0.139999999999999,-0.14
"1860",2.73,1.23,-5.4
"1861",-2.31,2.73,-1.18
"1862",2.88,-1.07,1.22
"1863",-2.34,-0.32,0.41
"1864",6.74,3.45,-5.3
"1865",3.37,-1.45,-0.12
"1866",-0.850000000000001,1.73,2.03
"1867",3.81,2.68,0.7
"1868",0.98,-0.43,0.06
"1869",0.949999999999999,2.74,-1.35
"1870",1.99,-2.47,-0.87
"1871",-3.44,-0.629999999999999,0.53
"1872",1.66,5.26000000000001,-0.44
"1873",2.75,-4.21,3.25
"1874",2.72,0.830000000000001,-2.3
"1875",-1.35,1.26,-0.01
"1876",-0.18,-0.609999999999999,-0.69
"1877",-1.89,-0.759999999999998,-0.14
"1878",1.66,-4.59,-0.45
"1879",-3.25,0.65,-0.13
"1880",-5.52,-0.709999999999997,-0.56
"1881",2.56,-4.68,-0.45
"1882",4.2,3.63,0.51
"1883",-0.0700000000000003,0.75,0.08
"1884",-1.94,0.11,-3.25
"1885",-1.01,-0.82,-0.76
"1886",-2.49,3.58,-0.98
"1887",-1.58,-1.14,3.42
"1888",-3.03,-0.54,0.06
"1889",0.76,0.76,0.28
"1890",3.43,-1.01,-0.14
"1891",-1.99,0.109999999999999,-0.09
"1892",0.549999999999997,-2.26,-1.23
"1893",1.14,-0.29,-0.63
"1894",-2.71,-0.71,0.44
"1895",-3.6,-1.3,-1.08
"1896",0.79,0.2,-0.74
"1897",-2.89,-1.54,-1.64
"1898",6.66,-2.14,2.24
"1899",3.85,-1.39,1.85
"1900",-2.65,0.53,-0.13
"1901",1.06,-1.37,0.76
"1902",-0.0800000000000001,-0.620000000000001,0.05
"1903",-3.35,1.11,-0.31
"1904",7.02,-2.02,-1.27
"1905",-1.36,-0.219999999999999,-1.15
"1906",2.68,4.2,-0.58
"1907",3.36,2.35,1.43
"1908",1.38,-0.0299999999999998,0.86
"1909",1.9,-1.63,1.58
"1910",1.58,-1.07,0.17
"1911",-4.36,-1.44,-1.05
"1912",-2.25,-1.42,12.36
"1913",-0.00999999999999801,-1.09,0.41
"1914",-1.55,2.11,0.18
"1915",-0.69,1.91,-2.03
"1916",-1.47,-1.23,-0.37
"1917",-0.289999999999999,1.16,-0.56
"1918",-0.34,1.77,4.83
"1919",-0.59,-1.65,-0.28
"1920",2.79,-1.6,-0.34
"1921",-1.61,2.62,-0.17
"1922",15.54,-1.33,12.98
"1923",-0.100000000000001,-0.740000000000002,-0.07
"1924",-3.96,2.01,0.05
"1925",-2.69,1.14,-7.68
"1926",-0.27,0.04,-0.51
"1927",3.14,-0.919999999999998,-0.2
"1928",-2.86,-0.629999999999999,-0.47
"1929",2.09,-0.12,-0.73
"1930",3.29,-1.66999999999999,2.16
"1931",-0.0100000000000016,-2.73,-0.59
"1932",-3.19,-0.840000000000003,-0.7
"1933",3.52,-0.6,-0.26
"1934",-2.42,1.57,-0.22
"1935",-1.03,4.94,-1.47
"1936",-2.5,-0.239999999999998,1.84
"1937",-4.22,0.36,-4.69
"1938",4.91,-1.44,-0.04
"1939",-3.43,0.690000000000001,-1.24
"1940",-9.48,-1.92,0.2
"1941",-0.0500000000000007,0.949999999999999,-0.28
"1942",-0.699999999999999,0.15,-1.55
"1943",-1.56,-0.0700000000000003,0.24
"1944",1.71,-4.41,0.73
"1945",0.210000000000001,-1.08,-4.1
"1946",2.37,-3.32,-1.53
"1947",-0.789999999999999,-1.47,1.78
"1948",-2.24,-3.18,-0.37
"1949",-2.15,-0.309999999999995,2.36
"1950",-2.65,0.0899999999999999,0.09
"1951",1.33,1.49,-2.23
"1952",0.26,1.25,-0.53
"1953",-3.07,0.569999999999999,-0.55
"1954",1.56,-0.0499999999999972,-0.08
"1955",-3.51,1.55,-0.78
"1956",-1.86,-2.3,0.09
"1957",1.18,0.23,-1.04
"1958",-2.56,1.19,-0.83
"1959",1.1,1.84,-1.43
"1960",-0.15,0.7,0.12
"1961",-0.799999999999997,0.150000000000006,0.8
"1962",-2.24,0.960000000000001,0.27
"1963",-0.809999999999999,0.220000000000002,-0.58
"1964",-1.49,1.27,-0.07
"1965",-5.53,0.23,-0.09
"1966",-0.450000000000001,1.28,-1.01
"1967",0.850000000000001,-0.54,0.92
"1968",1.55,-0.0500000000000007,0.2
"1969",0.81,-0.789999999999999,-0.99
"1970",4.02,-0.710000000000001,-3.05
"1971",0.25,-3.33,-0.17
"1972",-1.31,3.79,-0.32
"1973",1.06,0.59,0.43
"1974",1.01,3.07,-1.13
"1975",4.42,-1.5,0.88
"1976",2.04,0.0300000000000011,-0.32
"1977",1.51,-0.25,0.59
"1978",-1.71,-0.530000000000001,0.57
"1979",-1.87,2.9,0.73
"1980",-0.33,2.64,-0.89
"1981",-2.43,0.68,0.31
"1982",-0.789999999999999,1.97,9.74
"1983",1.01,-1.39,-0.22
"1984",0.75,4.15,1.17
"1985",-0.240000000000002,-0.229999999999997,4.38
"1986",2.98999999999999,1.55,1.68
"1987",-0.469999999999999,0.960000000000001,0.48
"1988",1.27,-0.25,-0.8
"1989",-3.79,-0.149999999999999,-0.81
"1990",-1.41,2.98,3.16
"1991",-2.06,1.73,-0.03
"1992",-1.64,-1.36,-0.13
"1993",1.16,-1.28,0.84
"1994",0.55,0.13,-3.23
"1995",3.16,-1.9,0.4
"1996",5.86,1.72,-1.47
"1997",-0.27,-0.49,0.56
"1998",-1.37,-0.399999999999999,0.85
"1999",-1.5,1.04,0.07
"2000",-1.1,-1.31,-0.6
"2001",1.8,-1.73,0.98
"2002",5.45,0.140000000000001,-0.07
"2003",-3.23,0.790000000000003,-1.03
"2004",-0.359999999999999,0.0300000000000002,-0.55
"2005",-0.56,-1.84,0.19
"2006",-1.07,0.9,-0.37
"2007",-4.92,-0.35,-0.18
"2008",-1.16,-0.26,-0.7
"2009",-2.25,0.519999999999996,-0.14
"2010",-0.04,-0.69,-2.39
"2011",3.21,1.45,1.58
"2012",-0.48,-0.330000000000002,-0.15
"2013",2.82,-1.6,0.88
"2014",4.63,2.11,-0.07
"2015",-0.36,0.77,-0.95
"2016",6.11,-1.31,4.55
"2017",14.59,-0.57,-1.95
"2018",-5.15,1.19,-0.16
"2019",-4.54,-0.31,-0.28
"2020",1.07,-0.33,-2.35
"2021",1.53,-0.919999999999998,-0.07
"2022",-0.869999999999999,-2.45,0.26
"2023",0.32,0.900000000000002,-0.47
"2024",2.67,-1.38,0.32
"2025",-2.46,0.35,-3.19
"2026",1.13,0.62,-5.28
"2027",-2.51,1.6,0.02
"2028",-0.129999999999999,1.15,-0.81
"2029",1.06,0.229999999999999,0.02
"2030",2.73,1.84,0.52
"2031",-3.71,0.35,0.24
"2032",-1.01,1.15,-2.05
"2033",-1.94,1.1,0.5
"2034",0.559999999999999,-0.0899999999999999,-0.22
"2035",-4.09,1.12,0.05
"2036",-0.599999999999998,-1.29,-0.46
"2037",-0.31,-0.94,0.63
"2038",-1.05,-2.03,-0.07
"2039",1.77,-2.14,-0.38
"2040",-0.8,-1.05,0.31
"2041",-3.52,-1.45,0.52
"2042",-2.42,-0.35,-1.71
"2043",-2.76,0.83,0.84
"2044",-11.39,1.93,-13.65
"2045",-1.45,-0.710000000000001,1.65
"2046",-1.76,0.95,0.61
"2047",1.15,0.18,1.31
"2048",4.18,-0.86,-0.87
"2049",6.62,0.139999999999997,-1.4
"2050",-0.75,1.54,-0.04
"2051",-0.120000000000001,-1.12,0.09
"2052",1.3,1.34,-0.63
"2053",1.65,-1.14,0.64
"2054",6.13,-1.26,2.16
"2055",1.5,2.54,2.2
"2056",-0.859999999999999,0.469999999999999,0.57
"2057",-1.64,-1.19,1.35
"2058",-0.0899999999999999,1.71,-4.76
"2059",-2.57,-1.56,-0.61
"2060",-0.609999999999999,-0.240000000000002,1.96
"2061",4.61,1.74,-1.89
"2062",0.109999999999999,0.18,0.86
"2063",2.91,-1.89,0.38
"2064",-0.7,0.0600000000000005,0.33
"2065",0.88,0.49,0.4
"2066",7.95,0.00999999999999801,9.14
"2067",-7.83,-1.21,0.11
"2068",-4.02,0.0799999999999983,1.24
"2069",-1.9,0.760000000000002,0.13
"2070",1.29000000000001,-2.2,6.88
"2071",-3.45,1.24,-0.67
"2072",-4.51,2.55,0.29
"2073",-0.109999999999999,-1.04,1.3
"2074",-5.09,-0.490000000000002,0
"2075",-0.539999999999999,0.93,-0.1
"2076",-3.65,3.64,0.25
"2077",-2.59,1.61,-0.1
"2078",-1.71,2.42,0.28
"2079",-1.87,-0.219999999999999,0.47
"2080",-0.66,2.34,-0.71
"2081",-3.73,1.36,0.31
"2082",1.81,1.21,-2.28
"2083",1.74,4.47,0.24
"2084",-0.0800000000000001,2.09,-2.63
"2085",7.42,-0.719999999999999,3.96
"2086",-1.92,1.32,-1.31
"2087",-1.43,1.07,2.14
"2088",0.199999999999999,2.08,-1.07
"2089",1.97,-0.990000000000002,-2.58
"2090",-2.53,1.25,0.11
"2091",-2.02,0.670000000000002,-0.05
"2092",-2.67,0.609999999999999,1.88
"2093",1.17,0.51,-0.56
"2094",-1.27,0.77,0.07
"2095",0.0799999999999983,0.98,-0.02
"2096",-5.87,0.130000000000003,0.24
"2097",-0.49,-0.48,1.43
"2098",-0.48,-1.83,-0.62
"2099",-5.83,-1.02,0.58
"2100",-1.13,-0.54,-0.35
"2101",-0.439999999999998,0.5,0.09
"2102",-5.22,-1.23,-0.61
"2103",1.82,-0.45,0.3
"2104",0.23,3.24,-0.49
"2105",-0.21,0.69,1.13
"2106",1.19,-2.64,-1.93
"2107",1.38,1.76,-0.72
"2108",5.99,-1.64,-1.47
"2109",-2.48,-2.63,0.24
"2110",2.32,-1.71,-0.77
"2111",-0.25,-0.0400000000000009,-0.81
"2112",2.08,0.6,0.23
"2113",0.370000000000001,-4.78,-0.38
"2114",3.05,3.32,-1.42
"2115",5.84,1.23,1.18
"2116",0.359999999999999,0.130000000000001,0.08
"2117",-2.09,0.129999999999995,3.24
"2118",-4.11,-1.67,-1.21
"2119",2.36,-1.67,-0.45
"2120",-0.859999999999999,-1.32,-0.66
"2121",-1.43,3.45,-0.94
"2122",1.45,0.02,0.75
"2123",4.34,1.33,-0.56
"2124",-5.5,0.510000000000002,-0.61
"2125",2.83,-1.62,0.05
"2126",-0.299999999999997,-5.38,5.1
"2127",-0.109999999999999,0.960000000000001,-0.04
"2128",-5.2,-0.84,-0.8
"2129",-0.110000000000001,-0.360000000000001,1.62
"2130",3.45,2.14,-0.37
"2131",0.170000000000002,2.26,-0.62
"2132",2.82,-0.0600000000000001,-0.47
"2133",3.88,2.28,-1.82
"2134",0.140000000000001,1.2,-0.12
"2135",-1.66,2.26,0.86
"2136",2.59,-0.720000000000002,-0.34
"2137",-0.65,0.82,0.36
"2138",-0.48,-0.36,0.31
"2139",1.3,0.5,0.36
"2140",3.31,-0.7,0.74
"2141",5.27,1.8,0.01
"2142",-2.87,1.96,-0.18
"2143",3.12,3.94,-0.36
"2144",2.23,-0.23,1.59
"2145",-3.46,-2.73999999999999,-0.45
"2146",-1.34,0.42,-0.3
"2147",1.89,-1.99,-0.63
"2148",0.19,0.68,0.65
"2149",1.09,-0.740000000000002,-1.05
"2150",-2.65,0.400000000000002,-0.49
"2151",-2.98,3.53,-0.28
"2152",-4.37,0.289999999999999,-0.32
"2153",-0.459999999999997,0.990000000000002,0.02
"2154",4.33,-1.1,8.32
"2155",4.1,-1.3,15.09
"2156",-12.3,2.76,-11.74
"2157",0.430000000000001,0.62,-0.22
"2158",-1.3,-1.17,-1.61
"2159",-2.69,-0.0600000000000005,0.46
"2160",-1.56,-0.11,0.53
"2161",2.44,-2.5,-4.78
"2162",-2.37,1.98,0.31
"2163",7.65,1,1.19
"2164",-0.619999999999999,0.380000000000001,2.92
"2165",-0.13,-1.64,0.51
"2166",-0.110000000000001,0.94,0.39
"2167",2.62,-0.0300000000000002,-2.53
"2168",3.5,-0.210000000000001,-1.86
"2169",0.019999999999996,0.920000000000002,-2.88
"2170",0.42,1.7,-2.26
"2171",-1.52,0.19,0.66
"2172",-7.96,1.35,3.23
"2173",-2.52,-0.359999999999999,1.25
"2174",-0.9,-0.0900000000000003,-0.06
"2175",-1.56,-0.0699999999999985,4.89
"2176",-1.03,-0.17,0.74
"2177",-0.73,-0.960000000000001,-0.76
"2178",-3.22,1.26,-0.93
"2179",3.19,2.2,1.27
"2180",0.449999999999999,0.719999999999999,-0.97
"2181",2.11,-1.35,1.04
"2182",1.02,0.800000000000001,0.54
"2183",-1.88999999999999,0.590000000000003,-1.26
"2184",8.53,-1.93,-0.09
"2185",-1.99,-0.0999999999999979,-1.7
"2186",-0.190000000000001,2.77,0.65
"2187",-0.390000000000001,-1.06,0.66
"2188",-2.77,0.67,-1.68
"2189",-0.399999999999999,0.260000000000002,-1.07
"2190",0.96,-1.43,0.53
"2191",2.15,-1.96,3.01
"2192",-0.26,-0.0999999999999996,-0.02
"2193",-0.19,-1.55,-0.84
"2194",-0.94,-0.13,-1.53
"2195",-0.120000000000005,-0.240000000000002,2.28
"2196",-4.21,1.16999999999999,0.32
"2197",-3.65,0.43,-0.03
"2198",2.99,-1.9,-0.43
"2199",3.71,-0.78,-1.56
"2200",-2.99,-3.09,6.07
"2201",2.46,0.740000000000002,-2.24
"2202",0.85,0.5,0.33
"2203",1.59,1.25,-0.61
"2204",-3.14,1.91,-0.74
"2205",-3.84,-1.05,0.01
"2206",2.69,-1.68,-2.63
"2207",-1.54,0.68,1.09
"2208",-3.02,0.890000000000001,2.11
"2209",-0.5,2.6,-0.98
"2210",0.55,-1.41,-0.07
"2211",-1.03,-1.83,-0.25
"2212",3.67,-2.4,2.86
"2213",-0.659999999999998,0.190000000000001,-0.14
"2214",3.19,-0.85,0
"2215",5.07,-0.48,0.08
"2216",-1.35,1.59,-0.29
"2217",-1.23,0.24,0.15
"2218",-2.03,1.76,-1.81
"2219",3.79,-1.52,5.21
"2220",4.72,3.06,-0.78
"2221",3.26,-0.41,-0.47
"2222",5.32,-1.64,-6.41
"2223",-2.53,2.39,0.49
"2224",0.290000000000001,1.58,0.46
"2225",-1.52,0.150000000000002,-0.19
"2226",-0.660000000000004,-0.280000000000001,-0.39
"2227",15.06,1.77,2.16
"2228",-5.36,1.68,-14.91
"2229",2.62,-1.63,-0.45
"2230",-0.5,-1.76,-0.12
"2231",0.25,-1.92,-0.06
"2232",-2.81,-0.420000000000002,0.64
"2233",-2.48,-0.279999999999998,0.04
"2234",-1.01,0.93,-0.12
"2235",-0.0800000000000018,2.61,4.35
