"","HF","MP2","LSDA","PBE","HCTH","N12","revTPSS","tHCTH","M11-L","MN12-L","PBE0","mPW1PW","B3LYP","B3PW91","B97-2","M06","M06-2X","M06-HF","SOGGA11X","tHCTHhyb","BMK","TPSSh","LC-rTPSS","LC-wPBE","LC-N12","LC-HCTH","LC-tHCTH","M11","CAM-B3LYP","wB97XD","wB97","wB97X","N12-SX","MN12-SX","HSE06","HISS"
"1",-0.134391281135515,-0.43262946666912,-4.72394558073601,-4.51775621789797,-3.68931681363795,-3.2677332056923,-3.39476058101216,-3.40396546328172,-6.99018759550065,-5.35171855151972,-1.79679301901728,-1.61269537362617,-3.09836337193247,-1.83729450100333,-1.76365544284688,-3.04681603122295,-1.01437802610504,-1.18006590695705,-1.91645648852151,-2.53318360058174,-1.57403486809403,-2.42088403689316,0.920488226955577,0.706934958301884,1.62926416171138,-0.683002264401029,-2.24230932086378,-0.96835361475726,-1.85754524199636,-1.62374123234963,-1.10458587234668,-1.43964358695852,-1.36784550525598,-5.33699073988844,-1.92934332369888,-0.167528857305904
"2",1.74365126974605,0.389922015596881,-5.94881023795241,-5.73085382923415,-4.46710657868427,-3.92721455708858,-4.12117576484703,-4.01919616076786,-6.51269746050791,-4.24115176964608,-2.0755848830234,-1.80963807238553,-3.44131173765248,-2.3255348930214,-2.02759448110378,-2.86942611477705,-1.26574685062988,0.207958408318335,-1.14977004599081,-3.09138172365527,-1.98360327934414,-2.95340931813638,1.86562687462507,1.00779844031193,2.69146170765846,0.30593881223755,-1.33173365326935,-1.751649670066,-1.71365726854629,-2.12757448510298,-1.03979204159169,-1.71365726854629,-1.32373525294941,-4.17316536692662,-2.32753449310138,0.247950409918007
"3",2.99444003177125,0.0595710881652127,-5.6791104050834,-5.14098490865766,-3.37172359015091,-2.61517077045274,-3.27640984908657,-2.97656870532169,-6.85663224781573,-2.67474185861795,-1.20929308975378,-0.953137410643376,-2.77204130262113,-1.54686258935664,-1.02065131056395,-3.07386814932486,-0.802223987291508,1.1517077045274,-0.216441620333602,-2.19817315329627,-1.33637807783956,-2.02938840349483,2.85742652899126,2.05321683876092,3.92573471008736,1.5945194598888,-0.295869737887214,-1.61040508339952,-0.889594916600477,-1.33439237490071,0.248212867355044,-0.702938840349482,-0.401111993645747,-3.50675138999205,-1.53296266878475,1.15766481334392
"4",0.0273563266766232,-0.286189263693937,-6.12150417710065,-5.76376759748321,-4.78735716840975,-4.05925801224722,-3.85303339576186,-4.06977967635361,-7.9017697439027,-5.52808232149997,-2.41366974600703,-2.0959154899939,-3.87197239115338,-2.57149470760296,-2.31476610340692,-4.0108583573578,-1.58245828160182,0.732307821805095,-1.68136192420193,-3.30169819658678,-2.52309505271353,-2.97552660928853,1.58877128006566,0.839628795690328,2.26636644851749,-0.450327223753706,-2.14431514488331,-1.92756886429157,-2.15062814334715,-2.54413838092632,-1.36571200101008,-2.11275015256413,-1.68136192420193,-4.96201679257591,-2.72300667073504,-0.374571242187659
"5",3.48577662163296,-0.288663254174703,-10.3616682050852,-10.3281027104137,-8.63975832843837,-8.1866241503734,-9.02576151716035,-8.86129059327011,-12.8589410086431,-8.26214651338423,-4.81161366115633,-4.65049928673324,-6.33548711924142,-5.41747083997651,-5.05999832172527,-5.20097339934547,-2.35797600067131,-1.16640093983385,-3.63682134765461,-6.75673407736846,-3.99597214063942,-6.83561298984644,0.676344717630274,-0.421246958127041,1.84106738273056,0.302089452043299,-1.36779390786271,-2.94033733322145,-3.5730469077788,-3.90366703029286,-2.14483510950742,-2.88159771754636,-4.03289418477805,-7.98019635814383,-5.00293698078376,-1.46177729294286
"6",2.86047869235259,-0.163832551833223,-7.18038528896672,-6.1578441895938,-5.24640792422274,-4.55341506129597,-4.56283072519444,-5.04114645123628,-7.75285765399318,-6.30472854640981,-2.3445003107169,-1.97917255145661,-3.22768958439259,-2.39346176298891,-2.23904487505414,-2.4217087546843,-1.13552906615446,-1.32195921134399,-1.6345592527729,-3.37834020676797,-1.3181929457846,-3.27100163832552,1.21273751012184,0.828578423064619,2.40476055966706,0.129936161798773,-1.09974954334029,-1.3935182569723,-1.72871589175753,-1.85111952243752,-0.80033143136922,-1.38975199141291,-1.56488333992429,-5.55900796565165,-2.42359188746398,0.32954823644616
"7",-8.82140019422619,-1.78688090403461,-6.49068597157235,-6.25231747152821,-5.78087754921868,-5.94155557517437,-5.3765339454401,-6.05985697889998,-13.0290456431535,-11.021453165004,-5.01809834907742,-4.8715458638651,-6.33353933080251,-4.89449986757305,-5.04988081574998,-7.70195109031518,-3.73797121921074,-2.60969365233513,-5.75968923810365,-5.61490244548424,-4.91568817868809,-5.12580559724552,-2.63794473382184,-2.51081486713164,-2.31129160413173,-4.95453341573233,-7.03098790500574,-3.57376180806922,-5.5654630528825,-5.37123686766134,-4.60139489714841,-5.20349607133399,-4.91745387128102,-9.69894941290722,-5.15405667873224,-4.18116006003355
"8",4.63325337709886,-0.19969930334784,-4.7262168458987,-3.91249956961358,-2.35736993722097,-1.00423500246755,-2.18636306251506,-2.0383101307227,-7.61152747013119,-1.55053884380989,-0.166416086123189,0.0987019545282374,-1.53561878091608,-0.391364726675918,0.0837818916344278,-1.94534666192284,0.293810469293363,1.40133821487186,0.759775510438313,-1.01685967106999,0.213471669095967,-0.824046550596233,3.76788972925824,3.28241383663679,5.69946402543296,2.84399352698809,1.20163891152402,0.378740058073474,0.392512423821601,0.490066681204172,2.27244034844086,1.20737739725242,0.786172544788884,-2.98286488161504,-0.399398606695664,2.16570451389287
"9",0.141653619622742,-0.524366907726349,-6.27997713660877,-5.47975844330129,-4.00854892020179,-3.21081537811576,-4.03091528119486,-3.95387559332986,-10.0549218419941,-5.50709510673725,-2.27391336762844,-2.0278833967047,-3.70784562240613,-2.4453888019086,-2.08752702601954,-4.49066825716345,-1.55570466462885,-0.447327219861328,-1.9558140112826,-3.16359750490818,-2.26397276274262,-2.88526056810557,0.976664430030569,0.730634459106829,2.37580456770794,-0.228633912373582,-2.2391212505281,-1.82907129898855,-2.27391336762844,-2.34598275305053,-0.912050498272831,-1.8116752404384,-1.67250677203708,-5.71833296056066,-2.4354481970228,-0.13668331717985
"10",3.89394275571332,0.843132904370965,-5.10871976924785,-5.19747060128689,-3.38362547148881,-2.29088085200799,-4.12691368981584,-3.14510761038385,-5.23075216330154,-2.91213667628135,-1.12047925449302,-0.931883736410045,-2.41846017306412,-1.44220102063458,-1.10938540048815,-1.61970268471268,0.410472598180597,1.27579321056135,-0.837585977368537,-2.21322387397382,-0.981806079431992,-2.34080319502996,0.820945196361214,0.0332815620146452,2.0357222098957,0.299534058131787,-1.15930774351009,-0.832039050366109,-1.54204570667851,-1.92478366984691,-2.14666074994453,-2.09673840692257,0.0166407810073226,-2.96760594630575,-1.12602618149547,1.45884180164188
"11",7.43273699426458,-0.352829631471765,-5.52248317453409,-5.0748402940765,-3.54539378584639,-2.71538927833129,-3.69616239488941,-3.28271445668899,-4.21219515986134,-2.33613628238805,-0.194289444643051,0.0373035733714673,-1.30873369911559,-0.579759702814851,-0.2067239691002,-0.752288729657887,1.27609307241557,2.01128433094487,0.746071467429324,-1.49991451264436,0.655921165114948,-1.72684458398743,3.26250835444613,2.42317795358814,4.39094144893297,2.79155074063137,1.53410945490154,0.935697965400942,0.430545409329004,0.195843760200203,0.834667454186558,0.547119076114839,0.697887685157849,-2.23199714005936,-0.285994062514568,2.76512737615991
"12",-2.83089254119502,-0.385837010509257,-8.23047899213403,-8.18144997974889,-7.2520304406216,-7.42043443968366,-7.26268892157489,-7.33516659205729,-13.7814158726098,-10.637163991388,-5.18428513568247,-4.96258873185393,-6.75747692438874,-5.36974270426978,-5.34416234998188,-4.8240284794611,-3.89460894033382,-4.83042356803308,-4.88584766899022,-6.56775596342008,-5.8152672081175,-6.14568011766962,0.0724776704824005,-0.332544605742787,1.21506682867558,-1.48152885250794,-3.74325851079704,-2.97797957835049,-4.49574726609964,-4.63430751849246,-2.52605998593079,-3.64520048602673,-4.762209289932,-9.68642749035407,-5.36334761569781,-2.84155102214832
"13",3.2865164605884,0.183439989917802,-6.19495049920884,-5.87007967736968,-4.26673014717208,-3.51056530323611,-3.79762788287847,-3.53577079803398,-5.85887723523728,-2.19707896321398,-1.484323582541,-1.19586069763208,-3.06106731267417,-1.86380630977554,-1.34989427695237,-3.06806883900691,-0.883592623191856,1.60474983546413,0.0154033579320231,-2.5933653536471,-1.50252755100613,-2.48134093232325,3.37193508184784,2.34691162673463,4.45577135815608,1.96182767843389,0.242252811112825,-1.59634800386484,-0.714155685939542,-1.23506924509544,0.474703485359807,-0.508310811756962,-0.715555991206097,-2.88042793328946,-1.88481088877376,0.980213686583679
"14",1.53174964642711,1.02116643095142,-6.11501306421843,-5.79619819258336,-4.61442577366542,-4.18054989572596,-4.61921998226143,-4.51614449744709,-7.64915981494355,-5.40067598341204,-2.30361723038569,-2.08308363496896,-3.34875470431718,-2.47620873984227,-2.32519116906776,-2.76865546419925,-1.35915813697054,-1.28245079943429,-2.03514154900881,-3.34396049572118,-2.06150969628688,-3.25047342809886,0.798235731236662,0.28046120286693,1.73550351175779,-0.146223362178488,-1.68516432149964,-1.55092648081118,-2.05192127909486,-2.31080854327971,-1.62523671404944,-2.04233286190283,-1.61085408826139,-5.2352757868495,-2.34676510774984,0.191768343840636
"15",7.92716944768474,-0.564656556947467,-6.50369393585906,-5.84098324626802,-4.65080894659431,-2.94838633328262,-4.00838531892951,-4.16222887187029,-5.45045730418758,-2.37358624537201,-0.576490676404446,-0.197798853780997,-1.61451201163125,-0.823316596507235,-0.525773021588815,-1.22567665804466,1.57731906476644,3.88497235887813,0.76752717621004,-1.75144967963347,1.94755794492063,-2.11154502882453,3.2662169701273,2.39894507277984,4.91115957464794,2.42599448868151,1.64156142753293,1.62127436560667,0.201180030768722,0.160605906916208,0.867271897347475,0.485198897736312,0.950110733546355,-2.10816385183682,-0.716809521394396,2.80637689979883
"16",8.09565233485721,-1.01797182994317,-5.89868404005256,-5.39525069869884,-4.40504173684502,-3.30748301837902,-3.88124895889244,-3.87569638527456,-4.68081955986599,-3.10759036813562,-0.344259564308057,-0.00185085787261965,-1.51215088193376,-0.544152214551439,-0.3016898332377,-1.04018212441466,1.34002109977975,1.79718299431787,0.925428936311981,-1.5843343389661,1.3659331099965,-1.99892650243387,3.26121157156342,2.49495641229711,4.60123267134318,2.38020322419442,1.64171093301745,1.01241925632531,0.246164097058992,0.203594365988648,1.01241925632531,0.605230524348045,0.814377463954552,-2.93360972810897,-0.475670473264354,2.8040496770253
